DATA,PRECIPITACAO_TOTAL_MM,TEMP_MEDIA_C,TEMP_MAXIMA_C,TEMP_MINIMA_C,UMIDADE_MEDIA,VENTO_VELOCIDADE_MEDIA_MS,CLASSIFICACAO_ESTACAO,CLASSIFICACAO_TEMP_MEDIA,DIA_SEMANA
05/12/2024,0.6,,,,,2.25,PRIMAVERA,,QUINTA-FEIRA
06/12/2024,0.2,,,,,1.89,PRIMAVERA,,SEXTA-FEIRA
07/12/2024,0.0,,,,,2.19,PRIMAVERA,,SÁBADO
08/12/2024,3.0,,,,,1.1,PRIMAVERA,,DOMINGO
09/12/2024,1.4,,,,,0.97,PRIMAVERA,,SEGUNDA-FEIRA
10/12/2024,17.8,,,,,2.09,PRIMAVERA,,TERÇA-FEIRA
11/12/2024,0.4,19.73,21.8,17.8,78.25,2.82,PRIMAVERA,AGRADAVEL,QUARTA-FEIRA
12/12/2024,0.0,19.34,23.5,15.9,78.79,2.92,PRIMAVERA,AGRADAVEL,QUINTA-FEIRA
13/12/2024,0.0,19.88,24.7,17.4,83.54,1.86,PRIMAVERA,AGRADAVEL,SEXTA-FEIRA
14/12/2024,1.4,21.88,25.9,19.3,80.92,2.07,PRIMAVERA,AGRADAVEL,SÁBADO
15/12/2024,1.2,23.68,29.4,20.0,73.96,2.82,PRIMAVERA,AGRADAVEL,DOMINGO
16/12/2024,0.0,24.62,30.5,20.6,59.08,3.23,PRIMAVERA,QUENTE,SEGUNDA-FEIRA
17/12/2024,0.0,19.52,23.8,16.3,82.21,2.28,PRIMAVERA,AGRADAVEL,TERÇA-FEIRA
18/12/2024,0.2,19.8,24.2,16.4,81.83,2.67,PRIMAVERA,AGRADAVEL,QUARTA-FEIRA
19/12/2024,0.0,21.59,30.9,17.4,78.88,1.96,PRIMAVERA,AGRADAVEL,QUINTA-FEIRA
20/12/2024,34.0,23.66,31.3,19.6,78.71,1.64,PRIMAVERA,AGRADAVEL,SEXTA-FEIRA
21/12/2024,13.6,22.02,27.3,19.8,87.88,1.72,VERAO,AGRADAVEL,SÁBADO
22/12/2024,0.6,22.42,28.4,19.6,85.21,1.45,VERAO,AGRADAVEL,DOMINGO
23/12/2024,5.6,20.59,22.3,18.7,92.08,2.41,VERAO,AGRADAVEL,SEGUNDA-FEIRA
24/12/2024,0.4,19.75,23.0,18.0,87.54,3.37,VERAO,AGRADAVEL,TERÇA-FEIRA
25/12/2024,44.0,22.64,31.1,19.2,83.0,2.12,VERAO,AGRADAVEL,QUARTA-FEIRA
26/12/2024,21.8,21.54,25.0,19.8,92.5,1.11,VERAO,AGRADAVEL,QUINTA-FEIRA
27/12/2024,34.8,21.24,25.3,18.1,91.04,1.58,VERAO,AGRADAVEL,SEXTA-FEIRA
28/12/2024,3.4,22.48,28.0,20.4,87.71,1.67,VERAO,AGRADAVEL,SÁBADO
29/12/2024,0.4,21.74,26.0,18.8,85.42,2.07,VERAO,AGRADAVEL,DOMINGO
30/12/2024,0.6,21.02,25.5,18.9,85.42,2.53,VERAO,AGRADAVEL,SEGUNDA-FEIRA
31/12/2024,1.4,21.35,27.2,19.3,83.92,2.06,VERAO,AGRADAVEL,TERÇA-FEIRA
